;   
;  IMD Data
;   
;  Saved on Wed Aug 16 11:09:04 2023
;   
;  Structure: 
;   
;  [Sc/CrN2] multilayer, N=300, d=1.56 nm, Gamma=0.520
;      Sc layer (1), z=0.81 nm, sigma[CrN2/Sc]=0.40 nm
;      CrN2 layer (2), rho=5.090 g/cm3, z=0.75 nm, sigma=0.40 nm
;  Si substrate
;   
;  
;   
;  Theta=0.000 deg
;   
;  E [eV] 	R
       390.00000    0.00021685378
       390.01502    0.00022534571
       390.03003    0.00023354276
       390.04505    0.00024139191
       390.06006    0.00024885992
       390.07508    0.00025589717
       390.09009    0.00026246964
       390.10511    0.00026854510
       390.12012    0.00027408100
       390.13514    0.00027905035
       390.15015    0.00028342852
       390.16517    0.00028718210
       390.18018    0.00029029298
       390.19520    0.00029274527
       390.21021    0.00029451663
       390.22523    0.00029559874
       390.24024    0.00029598621
       390.25526    0.00029566899
       390.27027    0.00029464901
       390.28529    0.00029292979
       390.30030    0.00029052047
       390.31532    0.00028742795
       390.33033    0.00028366972
       390.34535    0.00027926387
       390.36036    0.00027423436
       390.37538    0.00026860506
       390.39039    0.00026240708
       390.40541    0.00025567370
       390.42042    0.00024844188
       390.43544    0.00024075052
       390.45045    0.00023264251
       390.46547    0.00022416347
       390.48048    0.00021536134
       390.49550    0.00020628681
       390.51051    0.00019699131
       390.52553    0.00018752837
       390.54054    0.00017795542
       390.55556    0.00016832840
       390.57057    0.00015870544
       390.58559    0.00014914406
       390.60060    0.00013970328
       390.61562    0.00013044175
       390.63063    0.00012141774
       390.64565    0.00011268887
       390.66066    0.00010431037
       390.67568   9.6340749e-005
       390.69069   8.8831668e-005
       390.70571   8.1835246e-005
       390.72072   7.5401039e-005
       390.73574   6.9576112e-005
       390.75075   6.4404684e-005
       390.76577   5.9928087e-005
       390.78078   5.6183741e-005
       390.79580   5.3206103e-005
       390.81081   5.1025591e-005
       390.82583   4.9668612e-005
       390.84084   4.9157462e-005
       390.85586   4.9509835e-005
       390.87087   5.0739157e-005
       390.88589   5.2854150e-005
       390.90090   5.5857265e-005
       390.91592   5.9750411e-005
       390.93093   6.4526764e-005
       390.94595   7.0175777e-005
       390.96096   7.6682071e-005
       390.97598   8.4025434e-005
       390.99099   9.2180893e-005
       391.00601    0.00010111865
       391.02102    0.00011080474
       391.03604    0.00012120040
       391.05105    0.00013225812
       391.06607    0.00014393973
       391.08108    0.00015618992
       391.09610    0.00016895455
       391.11111    0.00018217561
       391.12613    0.00019579209
       391.14114    0.00020973424
       391.15616    0.00022394754
       391.17117    0.00023835821
       391.18619    0.00025289594
       391.20120    0.00026748240
       391.21622    0.00028205841
       391.23123    0.00029654407
       391.24625    0.00031086578
       391.26126    0.00032495039
       391.27628    0.00033871784
       391.29129    0.00035211040
       391.30631    0.00036505047
       391.32132    0.00037746212
       391.33634    0.00038929295
       391.35135    0.00040047162
       391.36637    0.00041093017
       391.38138    0.00042062425
       391.39640    0.00042949269
       391.41141    0.00043748520
       391.42643    0.00044454944
       391.44144    0.00045065631
       391.45646    0.00045575734
       391.47147    0.00045983245
       391.48649    0.00046284993
       391.50150    0.00046478393
       391.51652    0.00046562955
       391.53153    0.00046537283
       391.54655    0.00046400707
       391.56156    0.00046154362
       391.57658    0.00045798379
       391.59159    0.00045334985
       391.60661    0.00044765772
       391.62162    0.00044104040
       391.63664    0.00043341048
       391.65165    0.00042477456
       391.66667    0.00041517851
       391.68168    0.00040467583
       391.69670    0.00039332683
       391.71171    0.00038119596
       391.72673    0.00036835445
       391.74174    0.00035487673
       391.75676    0.00034084485
       391.77177    0.00032634222
       391.78679    0.00031145839
       391.80180    0.00029628791
       391.81682    0.00028092227
       391.83183    0.00026546145
       391.84685    0.00025000735
       391.86186    0.00023465804
       391.87688    0.00021951777
       391.89189    0.00020469131
       391.90691    0.00019027802
       391.92192    0.00017638244
       391.93694    0.00016310177
       391.95195    0.00015053635
       391.96697    0.00013878369
       391.98198    0.00012793311
       391.99700    0.00011807698
       392.01201    0.00010929746
       392.02703    0.00010167379
       392.04204   9.5282335e-005
       392.05706   9.0190107e-005
       392.07207   8.6460425e-005
       392.08709   8.4147815e-005
       392.10210   8.3300437e-005
       392.11712   8.3958752e-005
       392.13213   8.6156688e-005
       392.14715   8.9916305e-005
       392.16216   9.5254427e-005
       392.17718    0.00010217824
       392.19219    0.00011068903
       392.20721    0.00012077059
       392.22222    0.00013240573
       392.23724    0.00014556541
       392.25225    0.00016021695
       392.26727    0.00017630428
       392.28228    0.00019377612
       392.29730    0.00021256821
       392.31231    0.00023260759
       392.32733    0.00025381420
       392.34234    0.00027609925
       392.35736    0.00029936694
       392.37237    0.00032351454
       392.38739    0.00034844088
       392.40240    0.00037401527
       392.41742    0.00040012498
       392.43243    0.00042664491
       392.44745    0.00045343646
       392.46246    0.00048038574
       392.47748    0.00050734798
       392.49249    0.00053418664
       392.50751    0.00056076298
       392.52252    0.00058693817
       392.53754    0.00061257371
       392.55255    0.00063753215
       392.56757    0.00066167842
       392.58258    0.00068486974
       392.59760    0.00070699713
       392.61261    0.00072792581
       392.62763    0.00074753628
       392.64264    0.00076571463
       392.65766    0.00078234479
       392.67267    0.00079734537
       392.68769    0.00081061534
       392.70270    0.00082206356
       392.71772    0.00083163317
       392.73273    0.00083925103
       392.74775    0.00084485715
       392.76276    0.00084842290
       392.77778    0.00084990957
       392.79279    0.00084929271
       392.80781    0.00084657435
       392.82282    0.00084174928
       392.83784    0.00083484335
       392.85285    0.00082587762
       392.86787    0.00081490173
       392.88288    0.00080196213
       392.89790    0.00078713111
       392.91291    0.00077048375
       392.92793    0.00075211355
       392.94294    0.00073212139
       392.95796    0.00071062286
       392.97297    0.00068774080
       392.98799    0.00066361138
       393.00300    0.00063837767
       393.01802    0.00061219668
       393.03303    0.00058523058
       393.04805    0.00055764422
       393.06306    0.00052962084
       393.07808    0.00050134070
       393.09309    0.00047299153
       393.10811    0.00044476257
       393.12312    0.00041685354
       393.13814    0.00038945886
       393.15315    0.00036277619
       393.16817    0.00033700297
       393.18318    0.00031233186
       393.19820    0.00028896375
       393.21321    0.00026708586
       393.22823    0.00024688186
       393.24324    0.00022853210
       393.25826    0.00021220901
       393.27327    0.00019807695
       393.28829    0.00018629107
       393.30330    0.00017699676
       393.31832    0.00017032682
       393.33333    0.00016640324
       393.34835    0.00016533444
       393.36336    0.00016721486
       393.37838    0.00017212423
       393.39339    0.00018012666
       393.40841    0.00019127038
       393.42342    0.00020558685
       393.43844    0.00022308430
       393.45345    0.00024377036
       393.46847    0.00026761937
       393.48348    0.00029459188
       393.49850    0.00032463061
       393.51351    0.00035766010
       393.52853    0.00039357532
       393.54354    0.00043228628
       393.55856    0.00047365471
       393.57357    0.00051753393
       393.58859    0.00056374631
       393.60360    0.00061214210
       393.61862    0.00066251245
       393.63363    0.00071463316
       393.64865    0.00076831519
       393.66366    0.00082328885
       393.67868    0.00087934459
       393.69369    0.00093620743
       393.70871    0.00099359338
       393.72372     0.0010512685
       393.73874     0.0011089128
       393.75375     0.0011662838
       393.76877     0.0012230520
       393.78378     0.0012789702
       393.79880     0.0013337076
       393.81381     0.0013870186
       393.82883     0.0014385758
       393.84384     0.0014881420
       393.85886     0.0015366317
       393.87387     0.0015833774
       393.88889     0.0016272162
       393.90390     0.0016678648
       393.91892     0.0017051015
       393.93393     0.0017386729
       393.94895     0.0017683578
       393.96396     0.0017939421
       393.97898     0.0018152733
       393.99399     0.0018321675
       394.00901     0.0018445158
       394.02402     0.0018521980
       394.03904     0.0018551208
       394.05405     0.0018532420
       394.06907     0.0018465436
       394.08408     0.0018350138
       394.09910     0.0018187023
       394.11411     0.0017976589
       394.12913     0.0017719879
       394.14414     0.0017418193
       394.15916     0.0017073065
       394.17417     0.0016686456
       394.18919     0.0016260539
       394.20420     0.0015796857
       394.21922     0.0015298104
       394.23423     0.0014768452
       394.24925     0.0014211388
       394.26426     0.0013630562
       394.27928     0.0013029880
       394.29429     0.0012413603
       394.30931     0.0011786099
       394.32432     0.0011151933
       394.33934     0.0010515967
       394.35435    0.00098831753
       394.36937    0.00092584570
       394.38438    0.00086471314
       394.39940    0.00080543879
       394.41441    0.00074856026
       394.42943    0.00069461330
       394.44444    0.00064411402
       394.45946    0.00059760259
       394.47447    0.00055560116
       394.48949    0.00051860963
       394.50450    0.00048713043
       394.51952    0.00046163978
       394.53453    0.00044259860
       394.54955    0.00043043863
       394.56456    0.00042556997
       394.57958    0.00042837259
       394.59459    0.00043918597
       394.60961    0.00045832215
       394.62462    0.00048606033
       394.63964    0.00052261541
       394.65465    0.00056817902
       394.66967    0.00062290631
       394.68468    0.00068686412
       394.69970    0.00076010421
       394.71471    0.00084261894
       394.72973    0.00093434912
       394.74474     0.0010351745
       394.75976     0.0011449273
       394.77477     0.0012633857
       394.78979     0.0013902634
       394.80480     0.0015252282
       394.81982     0.0016678940
       394.83483     0.0018178101
       394.84985     0.0019744842
       394.86486     0.0021373728
       394.87988     0.0023058715
       394.89489     0.0024792952
       394.90991     0.0026570478
       394.92492     0.0028383474
       394.93994     0.0030224280
       394.95495     0.0032084371
       394.96997     0.0033956303
       394.98498     0.0035830962
       395.00000     0.0037698953
       395.01502     0.0039552182
       395.03003     0.0041380382
       395.04505     0.0043175313
       395.06006     0.0044926470
       395.07508     0.0046625577
       395.09009     0.0048262251
       395.10511     0.0049855812
       395.12012     0.0051420758
       395.13514     0.0052893131
       395.15015     0.0054262274
       395.16517     0.0055519606
       395.18018     0.0056656395
       395.19520     0.0057664479
       395.21021     0.0058536686
       395.22523     0.0059265069
       395.24024     0.0059843948
       395.25526     0.0060267838
       395.27027     0.0060532089
       395.28529     0.0060633146
       395.30030     0.0060568276
       395.31532     0.0060335769
       395.33033     0.0059935059
       395.34535     0.0059367131
       395.36036     0.0058633515
       395.37538     0.0057737513
       395.39039     0.0056683423
       395.40541     0.0055477027
       395.42042     0.0054125622
       395.43544     0.0052637753
       395.45045     0.0051023212
       395.46547     0.0049293883
       395.48048     0.0047462363
       395.49550     0.0045543255
       395.51051     0.0043552574
       395.52553     0.0041507341
       395.54054     0.0039426708
       395.55556     0.0037330970
       395.57057     0.0035241400
       395.58559     0.0033181535
       395.60060     0.0031175333
       395.61562     0.0029248592
       395.63063     0.0027427849
       395.64565     0.0025741163
       395.66066     0.0024217296
       395.67568     0.0022885956
       395.69069     0.0021777898
       395.70571     0.0020924326
       395.72072     0.0020357051
       395.73574     0.0020108463
       395.75075     0.0020211088
       395.76577     0.0020697375
       395.78078     0.0021600490
       395.79580     0.0022952758
       395.81081     0.0024785807
       395.82583     0.0027132261
       395.84084     0.0030022614
